"lake","date","year","doy","PML","PML.g440","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_mean","abundance_raw","abundance","biomass","manual_chl","cumulative.load","daily.load"
"L",2018-06-15,2018,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30577796761484,0,0
"L",2018-06-16,2018,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66964765479564,0,0
"L",2018-06-17,2018,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94643173854164,0,0
"L",2018-06-18,2018,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43156534915336,0,0
"L",2018-06-20,2018,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39922742880935,0,0
"L",2018-06-21,2018,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17305640275607,0,0
"L",2018-06-22,2018,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23915796337909,0,0
"L",2018-06-23,2018,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.41627126257783,0,0
"L",2018-06-24,2018,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14771747118391,0,0
"L",2018-06-25,2018,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91688045261606,0,0
"L",2018-06-27,2018,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74559964406052,0,0
"L",2018-06-28,2018,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97274275188767,0,0
"L",2018-06-29,2018,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6434014469012,0,0
"L",2018-06-30,2018,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12769258664223,0,0
"L",2018-07-01,2018,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06554415856627,0,0
"L",2018-07-02,2018,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67439137626558,0,0
"L",2018-07-04,2018,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48282646136199,0,0
"L",2018-07-05,2018,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14896169826792,0,0
"L",2018-07-06,2018,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95143468181795,0,0
"L",2018-07-07,2018,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.14669350746223,0,0
"L",2018-07-08,2018,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88695325748471,0,0
"L",2018-07-09,2018,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36844483930353,0,0
"L",2018-07-11,2018,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53590212621519,0,0
"L",2018-07-12,2018,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9252532793751,0,0
"L",2018-07-13,2018,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15155391633157,0,0
"L",2018-07-14,2018,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97002092292084,0,0
"L",2018-07-15,2018,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72707820840922,0,0
"L",2018-07-16,2018,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81164932273573,0,0
"L",2018-07-18,2018,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12018807776143,0,0
"L",2018-07-19,2018,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26308409852002,0,0
"L",2018-07-20,2018,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35484861797316,0,0
"L",2018-07-21,2018,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12648713006956,0,0
"L",2018-07-22,2018,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92202593029933,0,0
"L",2018-07-23,2018,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54408053661946,0,0
"L",2018-07-25,2018,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17872032405206,0,0
"L",2018-07-26,2018,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.54997783271426,0,0
"L",2018-07-27,2018,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90906483998109,0,0
"L",2018-07-28,2018,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96115549955663,0,0
"L",2018-07-29,2018,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94781850003263,0,0
"L",2018-07-30,2018,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78358856219675,0,0
"L",2018-08-01,2018,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97613848237798,0,0
"L",2018-08-02,2018,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29724949501237,0,0
"L",2018-08-03,2018,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.60060381391077,0,0
"L",2018-08-04,2018,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.50305868576223,0,0
"L",2018-08-05,2018,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22433043846849,0,0
"L",2018-08-06,2018,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58635953806449,0,0
"L",2018-08-08,2018,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27591557793508,0,0
"L",2018-08-09,2018,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9621275813305,0,0
"L",2018-08-10,2018,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.00916341568192,0,0
"L",2018-08-11,2018,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96185543602035,0,0
"L",2018-08-12,2018,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7663373885697,0,0
"L",2018-08-13,2018,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1727971809497,0,0
"L",2018-08-15,2018,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70554987497716,0,0
"L",2018-08-16,2018,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26217682219775,0,0
"L",2018-08-17,2018,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83315180916023,0,0
"L",2018-08-18,2018,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27097744011037,0,0
"L",2018-08-19,2018,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65404246446594,0,0
"L",2018-08-20,2018,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"L",2018-08-22,2018,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"L",2019-05-11,2019,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"L",2019-05-12,2019,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"L",2019-05-13,2019,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43456323234864,0,0
"L",2019-05-14,2019,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63491844882844,0,0
"L",2019-05-16,2019,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92865943984496,0,0
"L",2019-05-17,2019,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80869366207619,0,0
"L",2019-05-18,2019,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14344352993956,0,0
"L",2019-05-19,2019,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93682545198764,0,0
"L",2019-05-20,2019,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09204925630208,0,0
"L",2019-05-22,2019,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.20954151287974,0,0
"L",2019-05-23,2019,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9987425402597,0,0
"L",2019-05-24,2019,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22452005787034,0,0
"L",2019-05-25,2019,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59686405562653,0,0
"L",2019-05-26,2019,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40975931151558,0,0
"L",2019-05-27,2019,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25695066904265,0,0
"L",2019-05-29,2019,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79014225314288,0,0
"L",2019-05-30,2019,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60118584681877,0,0
"L",2019-05-31,2019,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83968138588703,0,0
"L",2019-06-01,2019,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84483455503517,0,0
"L",2019-06-02,2019,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10001949125121,0,0
"L",2019-06-03,2019,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67752833002546,0,0
"L",2019-06-05,2019,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80614108239074,0,0
"L",2019-06-06,2019,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80560176058731,0,0
"L",2019-06-07,2019,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87286779520107,0,0
"L",2019-06-08,2019,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59548987718703,0,0
"L",2019-06-09,2019,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40083750123117,0,0
"L",2019-06-10,2019,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81632035241544,0,0
"L",2019-06-12,2019,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29837179942135,0,0
"L",2019-06-13,2019,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84297941414184,0,0
"L",2019-06-14,2019,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78257392215323,0,0
"L",2019-06-15,2019,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7179291761469,0,0
"L",2019-06-16,2019,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71380664082839,0,0
"L",2019-06-17,2019,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89444239670129,0,0
"L",2019-06-19,2019,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70700445755284,0,0
"L",2019-06-20,2019,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87355488442082,0,0
"L",2019-06-21,2019,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73488993030242,0,0
"L",2019-06-22,2019,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23207803928762,0,0
"L",2019-06-23,2019,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.10950132248379,0,0
"L",2019-06-24,2019,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92280883190469,0,0
"L",2019-06-26,2019,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84673770570573,0,0
"L",2019-06-27,2019,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.82266888386966,0,0
"L",2019-06-28,2019,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38645663739361,0,0
"L",2019-06-29,2019,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8153725,0,0
"L",2019-06-30,2019,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24428752825447,0,0
"L",2019-07-01,2019,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86293231214715,0,0
"L",2019-07-03,2019,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.22724771560461,0,0
"L",2019-07-04,2019,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31290704216299,0,0
"L",2019-07-05,2019,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83952326889833,0,0
"L",2019-07-06,2019,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49328866149273,0,0
"L",2019-07-07,2019,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86651552566223,0,0
"L",2019-07-08,2019,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73226864169499,0,0
"L",2019-07-10,2019,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.93705888938606,0,0
"L",2019-07-11,2019,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58392607915044,0,0
"L",2019-07-12,2019,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71253883151572,0,0
"L",2019-07-13,2019,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9301399874113,0,0
"L",2019-07-14,2019,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83387878772399,0,0
"L",2019-07-15,2019,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58895879151476,0,0
"L",2019-07-17,2019,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51033882371496,0,0
"L",2019-07-18,2019,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1403996382279,0,0
"L",2019-07-19,2019,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98176108695945,0,0
"L",2019-07-20,2019,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2552809557705,0,0
"L",2019-07-21,2019,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31307550872405,0,0
"L",2019-07-22,2019,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5432503973411,0,0
"L",2019-07-24,2019,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4412072986355,0,0
"L",2019-07-25,2019,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4117998800301,0,0
"L",2019-07-26,2019,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78104162672503,0,0
"L",2019-07-27,2019,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24992165985644,0,0
"L",2019-07-28,2019,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99733731310309,0,0
"L",2019-07-29,2019,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22071001844459,0,0
"L",2019-07-31,2019,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16100196524811,0,0
"L",2019-08-01,2019,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.10610353658989,0,0
"L",2019-08-02,2019,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69824737574487,0,0
"L",2019-08-03,2019,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24688811771715,0,0
"L",2019-08-04,2019,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92917806250365,0,0
"L",2019-08-05,2019,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47865366111201,0,0
"L",2019-08-07,2019,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78226803774822,0,0
"L",2019-08-08,2019,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00268625944478,0,0
"L",2019-08-09,2019,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63762540741797,0,0
"L",2019-08-10,2019,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65122977396907,0,0
"L",2019-08-11,2019,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5438273793494,0,0
"L",2019-08-12,2019,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5187589724008,0,0
"L",2019-08-14,2019,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.01889121545857,0,0
"L",2019-08-15,2019,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41170012239101,0,0
"L",2019-08-16,2019,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73284562370328,0,0
"L",2019-08-17,2019,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.96315793016428,0,0
"L",2019-08-18,2019,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67004566901791,0,0
"L",2019-08-19,2019,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67870299318679,0,0
"L",2019-08-21,2019,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9196858816987,0,0
"L",2019-08-22,2019,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47004434672036,0,0
"L",2019-08-23,2019,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25685091140356,0,0
"L",2019-08-24,2019,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.13062227216268,0,0
"L",2019-08-25,2019,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53190307564282,0,0
"L",2019-08-26,2019,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15668365273604,0,0
"L",2019-08-28,2019,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88644111303505,0,0
"L",2019-08-29,2019,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32653210785883,0,0
"L",2019-08-30,2019,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81849833877391,0,0
"L",2019-08-31,2019,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76957758632754,0,0
"L",2019-09-01,2019,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97371179351597,0,0
"L",2019-09-04,2019,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5128603546833,0,0
"L",2019-09-05,2019,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65365528538294,0,0
"R",2008-05-15,2008,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.08505,0,0
"R",2008-05-16,2008,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.42403,0,0
"R",2008-05-17,2008,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.80493,0,0
"R",2008-05-18,2008,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.748,0,0
"R",2008-05-20,2008,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.41815,0,0
"R",2008-05-21,2008,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5713,0,0
"R",2008-05-22,2008,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94499,0,0
"R",2008-05-23,2008,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.50259,0,0
"R",2008-05-24,2008,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62252,0,0
"R",2008-05-25,2008,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99204,0,0
"R",2008-05-27,2008,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48262,0,0
"R",2008-05-28,2008,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31617,0,0
"R",2008-05-29,2008,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91532,0,0
"R",2008-05-30,2008,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63526,0,0
"R",2008-05-31,2008,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89621,0,0
"R",2008-06-01,2008,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27078,0,0
"R",2008-06-03,2008,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96947,0,0
"R",2008-06-04,2008,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58614,0,0
"R",2008-06-05,2008,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75259,0,0
"R",2008-06-06,2008,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83701,0,0
"R",2008-06-07,2008,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.90762,0,0
"R",2008-06-08,2008,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10698,0,0
"R",2008-06-10,2008,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99974,0,0
"R",2008-06-11,2008,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52934,0,0
"R",2008-06-12,2008,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48394,0,0
"R",2008-06-13,2008,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74118,0,0
"R",2008-06-14,2008,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84338,0,0
"R",2008-06-15,2008,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75259,0,0
"R",2008-06-17,2008,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1699,0,0
"R",2008-06-18,2008,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9493,0,0
"R",2008-06-19,2008,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44359,0,0
"R",2008-06-20,2008,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78657,0,0
"R",2008-06-21,2008,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62517,0,0
"R",2008-06-22,2008,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21025,0,0
"R",2008-06-24,2008,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99708,0,0
"R",2008-06-25,2008,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24556,0,0
"R",2008-06-26,2008,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.24927,0,0
"R",2008-06-27,2008,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.13327,0,0
"R",2008-06-28,2008,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21397,0,0
"R",2008-06-29,2008,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92886,0,0
"R",2008-07-01,2008,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43085,0,0
"R",2008-07-02,2008,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69817,0,0
"R",2008-07-03,2008,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.43589,0,0
"R",2008-07-04,2008,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86594,0,0
"R",2008-07-05,2008,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.61375,0,0
"R",2008-07-06,2008,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23919,0,0
"R",2008-07-08,2008,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.33741,0,0
"R",2008-07-09,2008,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47996,0,0
"R",2008-07-10,2008,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3098,0,0
"R",2008-07-11,2008,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25166,0,0
"R",2008-07-12,2008,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.62756,0,0
"R",2008-07-13,2008,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64773,0,0
"R",2008-07-15,2008,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28458,0,0
"R",2008-07-16,2008,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19512,0,0
"R",2008-07-17,2008,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07407,0,0
"R",2008-07-18,2008,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21397,0,0
"R",2008-07-19,2008,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.17866,0,0
"R",2008-07-20,2008,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.80781,0,0
"R",2008-07-22,2008,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09292,0,0
"R",2008-07-23,2008,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91001,0,0
"R",2008-07-24,2008,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36024,0,0
"R",2008-07-25,2008,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69313,0,0
"R",2008-07-26,2008,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.95912,0,0
"R",2008-07-27,2008,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.79905,0,0
"R",2008-07-29,2008,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.64136,0,0
"R",2008-07-30,2008,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53878,0,0
"R",2008-07-31,2008,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78392,0,0
"R",2008-08-01,2008,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.82931,0,0
"R",2008-08-02,2008,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85957,0,0
"R",2008-08-03,2008,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.79888,0,0
"R",2008-08-05,2008,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23882,0,0
"R",2008-08-06,2008,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.13883,0,0
"R",2008-08-07,2008,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15883,0,0
"R",2008-08-08,2008,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15897,0,0
"R",2008-08-09,2008,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21897,0,0
"R",2008-08-10,2008,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.15897,0,0
"R",2008-08-12,2008,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.73903,0,0
"R",2008-08-13,2008,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85887,0,0
"R",2008-08-14,2008,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09796,0,0
"R",2008-08-15,2008,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21397,0,0
"R",2008-08-16,2008,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.20388,0,0
"R",2008-08-17,2008,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.794,0,0
"R",2008-08-19,2008,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67295,0,0
"R",2008-08-20,2008,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83064,0,0
"R",2008-08-21,2008,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38546,0,0
"R",2008-08-22,2008,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09796,0,0
"R",2008-08-23,2008,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73875,0,0
"R",2008-08-24,2008,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.20388,0,0
"R",2008-08-25,2008,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.98939,0,0
"R",2008-08-26,2008,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16857,0,0
